00261-1.opus,1587040,いう,言う,,0
00262-1.opus,1191730,いえ,家,,2
00263-1.opus,1192030,いえで,家出,する,0
00264-1.opus,1158520,いえん,胃炎,,0
00265-1.opus,1552840,いおう,硫黄,,0
00266-1.opus,1155060,いか,以下,,1
00267-1.opus,1155090,いがい,以外,,1
00269-1.opus,1156410,いがい,意外,な,
00270-1.opus,1158630,いかいよう,胃潰瘍,,2
00271-1.opus,1159810,いがく,医学,,1
00272-1.opus,1158530,いかすい,胃下垂,,2
00273-1.opus,1857820,いかりくるう,怒り狂う,,
00274-1.opus,2859682,いかる,怒る,,2
00275-1.opus,1158540,いがん,胃癌,,
00276-1.opus,1159090,いかん,遺憾,な,
00277-1.opus,1404320,いき,息,,1
00278-1.opus,1156520,いぎ,意義,,1
00279-1.opus,1157580,いぎ,異議,,1
00280-1.opus,1157580,いぎ,異議,,1
00281-1.opus,1830270,いきうめ,生き埋め,,0
00282-1.opus,1375040,いきおい,勢い,,3
00283-1.opus,1281700,いきかう,行き交う,,
00284-1.opus,1378600,いきかえる,生き返る,,
00285-1.opus,1281720,いきさき,行き先,,0
00285-2.opus,1281720,ゆきさき,行き先,,0
00286-1.opus,1155840,いぎょう,偉業,,0
00287-1.opus,1155640,いきょ,依拠,する,1
00288-1.opus,1378520,いきる,生きる,,2
00289-1.opus,1578850,いく,行く,,0
00289-2.opus,1578850,ゆく,行く,,0
00290-1.opus,1587140,いくさ,戦,,
00291-1.opus,1160630,いくじ,育児,,1
00292-1.opus,1160630,いくじ,育児,,1
00293-1.opus,1219960,いくつ,幾つ,,1
00294-1.opus,1157650,いくどうおん,異口同音,,1
00295-1.opus,2138250,いくども,幾度も,,1
00296-1.opus,1858070,いくにちも,幾日も,,1
00297-1.opus,1220060,いくぶん,幾分,,0
00298-1.opus,1219980,いくら,幾ら,,
00299-1.opus,1219990,いくらか,幾らか,,
00300-1.opus,1421700,いけ,池,,2
00301-1.opus,1587180,いけばな,生け花,,2
00302-1.opus,1156530,いけん,意見,,1
00304-1.opus,1158900,いけん,違憲,,0
00305-1.opus,1158900,いけん,違憲,,0
00306-1.opus,1156270,いげん,威厳,,0
00307-1.opus,1155100,いご,以後,,1
00308-1.opus,1155990,いご,囲碁,,1
00310-1.opus,1155110,いこう,以降,,1
00311-1.opus,1157670,いこく,異国,,0
00312-1.opus,1159220,いこつ,遺骨,,0
00313-1.opus,1159220,いこつ,遺骨,,0
00314-1.opus,1157690,いさい,偉才,,0
00315-1.opus,1254440,いさぎよい,潔い,,4
00316-1.opus,1539660,いさましい,勇ましい,,4
00317-1.opus,1158570,いさん,胃酸,,0
00318-1.opus,1159260,いさん,遺産,,0
00319-1.opus,1159930,いし,医師,,1
00320-1.opus,1159930,いし,医師,,1
00321-1.opus,1156560,いし,意志,,1
00322-1.opus,1156560,いし,意志,,1
00323-1.opus,1156610,いし,意思,,1
00324-1.opus,1382440,いし,石,,2
00325-1.opus,1159290,いし,遺志,,1
00326-1.opus,1156640,いしき,意識,,1
00327-1.opus,1156640,いしき,意識,する,1
00328-1.opus,1396770,いしずえ,礎,,
00329-1.opus,1158450,いじ,維持,する,1
00330-1.opus,1157700,いしつ,異質,,0
00331-1.opus,1159330,いしつぶつ,遺失物,,3
00332-1.opus,1159980,いしゃ,医者,,0
00334-1.opus,1158280,いじゅう,移住,する,0
00335-1.opus,1158280,いじゅう,移住,する,0
00336-1.opus,1155120,いじょう,以上,,1
00337-1.opus,1155120,いじょう,以上,,1
00338-1.opus,1157760,いじょう,異常,な,0
00339-1.opus,1157760,いじょう,異常,な,0
00340-1.opus,1157810,いしょく,異色,,0
00341-1.opus,1158780,いしょくじゅう,衣食住,,
00342-1.opus,1587230,いしょく,委嘱,する,0
00343-1.opus,1158310,いしょく,移植,する,0
00344-1.opus,1158310,いしょく,移植,する,0
00345-1.opus,1156740,いじわる,意地悪,な,
00346-1.opus,1155130,いしんでんしん,以心伝心,,1
00347-1.opus,1155130,いしんでんしん,以心伝心,,1
00348-1.opus,1157070,いす,椅子,,0
00349-1.opus,1390780,いずみ,泉,,
00351-1.opus,1156300,いせい,威勢,,0
00352-1.opus,1157860,いせい,異性,,
00353-1.opus,1159380,いせき,遺跡,,0
00355-1.opus,1158330,いせき,移籍,する,0
00356-1.opus,1155660,いぜんとして,依然として,,0
00357-1.opus,1231740,いそうろう,居候,,
00358-1.opus,1519290,いそがしい,忙しい,,4
00359-1.opus,1228650,いそぐ,急ぐ,,2
00360-1.opus,1159420,いぞく,遺族,,1
00361-1.opus,1159420,いぞく,遺族,,1
00362-1.opus,1157900,いぞん,異存,,0
00364-1.opus,1575870,いぞん,依存,する,0
00365-1.opus,1481350,いた,板,,1
00366-1.opus,1432680,いたい,痛い,,2
00367-1.opus,1155920,いだい,偉大,な,0
00368-1.opus,1584090,いだく,抱く,,2
00369-1.opus,1156160,いたく,委託,する,0
00370-1.opus,1430200,いただき,頂,,0
00371-1.opus,1587290,いただく,頂く,,0
00372-1.opus,1634720,いただけない,頂けない,,
00373-1.opus,1481390,いたまえ,板前,,0
00374-1.opus,1609200,いたましい,痛ましい,,4
00375-1.opus,1432690,いたみどめ,痛み止め,,0
00376-1.opus,1432710,いたむ,傷む,,2
00377-1.opus,1432710,いたむ,痛む,,2
00378-1.opus,1432720,いためる,傷める,,3
00379-1.opus,1432720,いためる,痛める,,3
00381-1.opus,1311870,いたる,至る,,2
00382-1.opus,1311880,いたるところ,至る所,,
00383-1.opus,1587310,いち,位置,,1
00384-1.opus,1587310,いち,位置,,1
00385-1.opus,1308080,いち,市,,1
00386-1.opus,1161020,いちい,一位,,
00387-1.opus,1161190,いちおく,一億,,2
00388-1.opus,1161390,いちがいに,一概に,,
00389-1.opus,1161640,いちがん,一丸,,0
00391-1.opus,1575980,いちぐう,一隅,,0
00392-1.opus,1162030,いちぐん,一群,,0
00393-1.opus,1162050,いちぐん,一軍,,0
00394-1.opus,1161700,いちごいちえ,一期一会,,
00395-1.opus,1576100,いちじ,一時,,2
00396-1.opus,1162940,いちじかん,一時間,,3
00398-1.opus,1427070,いちじるしい,著しい,,5
00399-1.opus,1164610,いちだい,一台,,2
00400-1.opus,1164690,いちだん,一段,と,
00402-1.opus,1576250,いちど,一度,,
00403-1.opus,1576260,いちにち,一日,,4
00405-1.opus,1165580,いちねんせい,一年生,,
00407-1.opus,1165970,いちばん,一番,,
00408-1.opus,1165970,いちばん,一番,,
00409-1.opus,1166020,いちばんせん,一番線,,
00410-1.opus,1166120,いちびょう,一秒,,2
00412-1.opus,1166710,いちまい,一枚,,2
00413-1.opus,2138590,いちまんえん,一万円,,
00414-1.opus,1166850,いちめい,一名,,
00415-1.opus,1158610,いちょう,胃腸,,0
00416-1.opus,1158610,いちょう,胃腸,,0
00417-1.opus,1651470,いちょうやく,胃腸薬,,2
00418-1.opus,1167180,いちらん,一覧,する,0
00419-1.opus,1167190,いちらんひょう,一覧表,,0
00420-1.opus,1167250,いちりつ,一律,,0
00421-1.opus,1167240,いちりづか,一里塚,,3
00422-1.opus,1167270,いちりゅう,一流,,0
00423-1.opus,1161110,いちわ,一羽,,
00424-1.opus,1161440,いちわり,一割,,
00426-1.opus,1268570,いつか,五日,,
00427-1.opus,1858760,いっかのあるじ,一家の主,,
00428-1.opus,1161670,いっきいちゆう,一喜一憂,,
00429-1.opus,1161840,いっきゅう,一級,,0
00430-1.opus,1609220,いっきょに,一挙に,,1
00431-1.opus,1162190,いっけん,一軒,,1
00432-1.opus,1587440,いっけんや,一軒家,,3
00433-1.opus,1587440,いっけんや,一軒家,,3
00434-1.opus,1162290,いっこ,一個,,1
00435-1.opus,1164170,いっさい,一切,,1
00436-1.opus,1587450,いっさい,一歳,,1
00437-1.opus,1162680,いっさつ,一冊,,
00438-1.opus,1167070,いっし,一矢,,1
00439-1.opus,1163120,いっしゃく,一尺,,4
00440-1.opus,1163170,いっしゅ,一種,,1
00442-1.opus,1163270,いっしゅうかん,一週間,,3
00443-1.opus,1163200,いっしゅうき,一周忌,,3
00444-1.opus,1602010,いっしゅう,一周,する,0
00445-1.opus,1163400,いっしょ,一緒,,0
00447-1.opus,1576200,いっしょう,一生,,0
00448-1.opus,1163490,いっしょう,一笑,する,0
00449-1.opus,1163550,いっしょくそくはつ,一触即発,,0
00450-1.opus,1163930,いっすん,一寸,,
00451-1.opus,1164100,いっせき,一隻,,4
00452-1.opus,1164160,いっせきにちょう,一石二鳥,,
00453-1.opus,1164350,いっそう,一掃,する,0
00454-1.opus,1164570,いったい,一帯,,0
00455-1.opus,1587500,いったん,一反,,1
00456-1.opus,2128440,いっちょう,一兆,,
00457-1.opus,1164850,いっちょういっせき,一朝一夕,,0
00458-1.opus,1268070,いつつ,五つ,,2
00459-1.opus,1165220,いっとう,一等,,
00460-1.opus,1165260,いっとうしょう,一等賞,,3
00461-1.opus,1165280,いっとうせい,一等星,,3
00463-1.opus,1165670,いっぱい,一杯,,
00465-1.opus,1165880,いっぱんてき,一般的,な,0
00466-1.opus,1166060,いっぴき,一匹,,4
00467-1.opus,1166100,いっぴょう,一俵,,1
00468-1.opus,1166110,いっぴょう,一票,,1
00469-1.opus,1166290,いっぷん,一分,,
00470-1.opus,1159460,いでん,遺伝,,0
00471-1.opus,1159500,いでんし,遺伝子,,2
00472-1.opus,1158390,いてん,移転,する,0
00473-1.opus,1159460,いでん,遺伝,する,0
00474-1.opus,1311450,いと,糸,,1
00475-1.opus,1160330,いど,井戸,,1
00476-1.opus,1158400,いどう,移動,する,0
00477-1.opus,1158400,いどう,移動,する,0
00478-1.opus,2224430,いとおしむ,愛おしむ,,4
00479-1.opus,1311470,いとぐち,糸口,,2
00480-1.opus,1231830,いどころ,居所,,0
00481-1.opus,1150420,いとしい,愛しい,,3
00482-1.opus,1156690,いと,意図,する,1
00483-1.opus,1173420,いとなむ,営む,,3
00485-1.opus,1155180,いない,以内,,1
00486-1.opus,1442750,いなか,田舎,,0
00487-1.opus,1167870,いなさく,稲作,,0
00488-1.opus,1167860,いなづま,稲妻,,
00489-1.opus,1167860,いなづま,稲妻,,
00490-1.opus,1167850,いなびかり,稲光,,
00491-1.opus,1167850,いなびかり,稲光,,
00492-1.opus,1167920,いなほ,稲穂,,0
00493-1.opus,1482910,いなむ,否む,,2
00494-1.opus,1482930,いなめない,否めない,,3
00495-1.opus,1608030,いなり,稲荷,,1
00496-1.opus,1156180,いにん,委任,する,0
00497-1.opus,1258330,いぬ,犬,,2
00498-1.opus,1167820,いね,稲,,1
00499-1.opus,1167840,いねかり,稲刈り,,
00500-1.opus,1231890,いねむり,居眠り,,
00501-1.opus,1531940,いのち,命,,1
00502-1.opus,1222760,いのり,祈り,,3
00503-1.opus,1222770,いのる,祈る,,2
00504-1.opus,1156320,いばる,威張る,,2
00506-1.opus,1158950,いはん,違反,する,0
00507-1.opus,1159590,いひん,遺品,,0
00508-1.opus,1404410,いぶき,息吹,,
00509-1.opus,1158810,いふく,衣服,,1
00510-1.opus,1158600,いぶくろ,胃袋,,2
00512-1.opus,1834500,いぶんか,異文化,,2
00513-1.opus,1158040,いへん,異変,,0
00514-1.opus,1158960,いほう,違法,な,0
00515-1.opus,1288850,いま,今,,1
00516-1.opus,1231720,いま,居間,,2
00517-1.opus,1231720,いま,居間,,2
00518-1.opus,1289150,いまさら,今更,,
00519-1.opus,1527110,いまだ,未だ,,0
00519-2.opus,1527110,まだ,未だ,,1
00520-1.opus,1289490,いまふう,今風,,0
00521-1.opus,1156800,いみ,意味,,1
00523-1.opus,1158440,いみん,移民,,0
00524-1.opus,1524590,いもうと,妹,,4
00525-1.opus,1609260,いやがる,嫌がる,,3
00526-1.opus,1160110,いやくひん,医薬品,,0
00527-1.opus,1587610,いや,嫌,な,2
00529-1.opus,1158120,いよう,異様,な,0
00530-1.opus,1587690,いよく,意欲,,1
00531-1.opus,1155210,いらい,以来,,1
00532-1.opus,1155210,いらい,以来,,1
00533-1.opus,1155740,いらいしん,依頼心,,2
00534-1.opus,1155710,いらい,依頼,する,0
00536-1.opus,1582820,いりぐち,入り口,,0
00539-1.opus,1160140,いりょう,医療,,
00540-1.opus,1160140,いりょう,医療,,
00541-1.opus,2144400,いりょうひん,衣料品,,
00542-1.opus,1322180,いる,射る,,1
00543-1.opus,1577980,いる,居る,,0
00544-1.opus,1546640,いる,要る,,0
00545-1.opus,1613280,いるい,衣類,,1
00546-1.opus,1613280,いるい,衣類,,1
00547-1.opus,1231910,いるす,居留守,,
00548-1.opus,1587840,いれもの,入れ物,,0
00549-1.opus,1465610,いれる,入れる,,0
00551-1.opus,1587850,いろいろ,色々,,0
00552-1.opus,1357700,いろか,色香,,2
00553-1.opus,1217270,いわ,岩,,2
00554-1.opus,1337390,いわう,祝う,,2
00555-1.opus,1159020,いわかん,違和感,,2
00556-1.opus,1217320,いわやま,岩山,,0
00557-1.opus,1217320,いわやま,岩山,,0
00558-1.opus,1587880,いんえい,陰影,,0
00559-1.opus,1168690,いんがかんけい,因果関係,,4
00560-1.opus,1168690,いんがかんけい,因果関係,,4
00561-1.opus,1168120,いんかん,印鑑,,
00563-1.opus,1168190,いんさつ,印刷,する,0
00564-1.opus,1168720,いんし,因子,,1
00565-1.opus,1169910,いんしゅうんてん,飲酒運転,,
00566-1.opus,1169910,いんしゅうんてん,飲酒運転,,
00568-1.opus,1168390,いんしょう,印象,,0
00569-1.opus,1169950,いんしょくてん,飲食店,,
00570-1.opus,1168760,いんすう,因数,,3
00571-1.opus,1168430,いんぜい,印税,,0
00572-1.opus,1169710,いんそつ,引率,する,0
00573-1.opus,1169610,いんたい,引退,する,0
00574-1.opus,1168670,いんねん,因縁,,0
00575-1.opus,1169660,いんよう,引用,する,0
00576-1.opus,1170000,いんりょうすい,飲料水,,3
00577-1.opus,1169720,いんりょく,引力,,1
00578-1.opus,1587960,ういういしい,初々しい,,5
00579-1.opus,1352130,うえ,上,,
00580-1.opus,1587970,うえき,植木,,0
00582-1.opus,1357250,うえる,植える,,0
00583-1.opus,1233150,うおいちば,魚市場,,3
00584-1.opus,1171050,うおうさおう,右往左往,する,
00585-1.opus,1810810,うおがし,魚河岸,,
00586-1.opus,1305700,うかがう,伺う,,0
00587-1.opus,1171720,うか,羽化,する,1
00588-1.opus,1497430,うかぶ,浮かぶ,,0
00589-1.opus,1497360,うかべる,浮かべる,,0
00590-1.opus,1329580,うかる,受かる,,2
00591-1.opus,1497370,うかれる,浮かれる,,0
00593-1.opus,1588010,うき,雨期,,1
00594-1.opus,1588020,うきぶくろ,浮き袋,,3
00595-1.opus,1588050,うきよ,浮き世,,
00596-1.opus,1497520,うきよえ,浮世絵,,
00597-1.opus,1497520,うきよえ,浮世絵,,
00598-1.opus,1497420,うく,浮く,,0
00599-1.opus,1171100,うけい,右傾,する,0
00600-1.opus,1329620,うけざら,受け皿,,
00601-1.opus,1349440,うけたまわる,承る,,
00602-1.opus,1588060,うけつけ,受付,,0
00603-1.opus,1588060,うけつけ,受付,,0
00604-1.opus,1329590,うける,受ける,,2
00605-1.opus,1451170,うごかす,動かす,,3
00606-1.opus,1451210,うごく,動く,,2
00607-1.opus,1231490,うし,牛,,0
00608-1.opus,1311010,うじ,氏,,1
00609-1.opus,1311050,うじがみ,氏神,,
00610-1.opus,1854820,うじすじょう,氏素性,,1
00611-1.opus,1319750,うしなう,失う,,0
00612-1.opus,1269410,うしろ,後ろ,,0
00613-1.opus,1269420,うしろすがた,後ろ姿,,4
00614-1.opus,5217956,うしわかまる,牛若丸,,
00615-1.opus,1475480,うすい,薄い,,
00616-1.opus,1172320,うずまき,渦巻き,,2
00617-1.opus,1609280,うすまる,薄まる,,
00618-1.opus,1475500,うすめる,薄める,,
00619-1.opus,1475510,うすらぐ,薄らぐ,,
00620-1.opus,1475520,うすれる,薄れる,,
00621-1.opus,1171150,うせつ,右折,する,0
00622-1.opus,1171150,うせつ,右折,する,0
00623-1.opus,1193180,うた,歌,,2
00624-1.opus,1171440,うだい,宇内,,1
00625-1.opus,1588120,うたう,歌う,,0
00626-1.opus,1225510,うたがう,疑う,,0
00627-1.opus,1225530,うたがわしい,疑わしい,,
